Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,TotalScreenTime,ConsumptionScore,AirTravelScore,TravelIntensity,WasteSizeScore,WasteScore,Glass,Plastic,Metal,Paper,Oven,Microwave,Grill,Airfryer,Stove
underweight,female,vegan,twice a day,natural gas,walk/bicycle,,never,0.30522088353413657,rarely,0.00030003000300030005,small,5,15,0.06,12,Yes,671,27,0.36522088353413656,0.3333333333333333,0.3336333633363336,1,5,0,1,1,1,1,0,0,0,1
underweight,female,omnivore,twice a day,wood,walk/bicycle,,often,0.16465863453815263,frequently,0.0013001300130013002,extra large,1,19,0.88,16,Yes,1695,35,1.0446586345381526,0.6666666666666666,0.667966796679668,4,4,1,0,0,1,0,1,0,0,0
normal,female,omnivore,more frequently,electricity,walk/bicycle,,never,0.6224899598393574,never,0.007400740074007401,large,3,6,0.04,19,No,810,25,0.6624899598393574,0.0,0.007400740074007401,3,9,0,1,1,0,1,1,0,0,0
underweight,female,pescatarian,twice a day,wood,private,hybrid,never,0.9437751004016063,frequently,0.7743774377437744,extra large,3,1,0.66,4,Yes,2768,5,1.6037751004016063,0.6666666666666666,1.441044104410441,4,12,0,0,0,1,1,0,1,1,1
underweight,female,vegan,more frequently,natural gas,public,,never,0.5140562248995983,never,0.09930993099309932,large,7,11,0.04,13,Sometimes,1033,24,0.5540562248995984,0.0,0.09930993099309932,3,21,1,1,0,1,0,1,0,0,0
obese,female,omnivore,twice a day,coal,public,,sometimes,0.7469879518072289,rarely,0.19971997199719974,large,4,6,0.34,6,No,2046,12,1.086987951807229,0.3333333333333333,0.5330533053305331,3,12,1,1,0,1,1,0,1,1,0
obese,female,omnivore,more frequently,coal,private,electric,never,0.9477911646586344,rarely,0.27212721272127216,small,6,23,0.6,22,No,2171,45,1.5477911646586344,0.3333333333333333,0.6054605460546054,1,6,1,0,1,0,1,1,1,1,1
normal,female,vegetarian,daily,coal,walk/bicycle,,often,0.2329317269076305,rarely,0.0005000500050005,medium,7,21,0.0,4,Yes,1312,25,0.2329317269076305,0.3333333333333333,0.3338333833383338,2,14,0,1,0,1,1,1,0,0,1
obese,male,vegan,twice a day,wood,public,,sometimes,0.10441767068273092,rarely,0.09410941094109411,large,1,24,0.06,18,No,1209,42,0.16441767068273092,0.3333333333333333,0.4274427442744274,3,3,0,1,1,0,1,0,0,0,1
underweight,male,vegan,more frequently,coal,private,diesel,sometimes,0.8835341365461847,frequently,0.8815881588158816,small,2,7,0.74,9,Sometimes,4017,16,1.6235341365461848,0.6666666666666666,1.5482548254825481,1,2,0,0,1,0,0,1,0,0,0
normal,female,pescatarian,more frequently,wood,private,electric,often,0.3855421686746988,rarely,0.3276327632763276,extra large,1,13,0.2,10,No,877,23,0.5855421686746989,0.3333333333333333,0.6609660966096609,4,4,1,1,1,1,0,1,0,0,1
obese,male,vegan,twice a day,electricity,private,hybrid,sometimes,0.6867469879518072,never,0.33093309330933096,medium,5,8,0.32,20,Yes,1856,28,1.0067469879518072,0.0,0.33093309330933096,2,10,0,0,0,1,0,1,0,0,0
obese,male,pescatarian,more frequently,wood,private,hybrid,often,0.7228915662650602,never,0.2623262326232623,medium,2,20,0.62,12,No,2197,32,1.3428915662650602,0.0,0.2623262326232623,2,4,1,0,1,0,0,1,0,0,0
obese,female,omnivore,twice a day,electricity,private,diesel,often,0.9839357429718875,very frequently,0.7915791579157916,large,1,15,0.2,18,Sometimes,4281,33,1.1839357429718875,1.0,1.7915791579157916,3,3,0,1,0,1,1,0,0,0,1
underweight,male,vegan,less frequently,electricity,private,lpg,sometimes,0.5100401606425703,frequently,0.8897889788978898,small,3,17,0.06,24,Yes,3480,41,0.5700401606425702,0.6666666666666666,1.5564556455645564,1,3,1,0,0,0,1,0,1,1,0
underweight,female,vegetarian,twice a day,natural gas,walk/bicycle,,often,0.5582329317269076,never,0.0019001900190019003,medium,1,22,0.72,7,Sometimes,953,29,1.2782329317269077,0.0,0.0019001900190019003,2,2,1,0,1,1,1,1,0,0,1
underweight,male,omnivore,daily,natural gas,private,electric,often,0.4979919678714859,frequently,0.36623662366236626,small,2,9,0.88,21,Yes,2046,30,1.3779919678714858,0.6666666666666666,1.032903290329033,1,2,0,1,1,0,0,1,1,1,0
obese,male,vegan,twice a day,coal,private,petrol,never,0.5742971887550201,never,0.06110611061106111,large,6,12,0.74,5,Sometimes,2521,17,1.31429718875502,0.0,0.06110611061106111,3,18,1,1,1,0,1,1,1,1,1
overweight,male,omnivore,twice a day,wood,public,,never,0.7550200803212851,very frequently,0.14311431143114312,large,6,1,0.66,3,Yes,3551,4,1.4150200803212851,1.0,1.143114311431143,3,18,0,0,0,1,1,0,1,1,0
normal,male,pescatarian,twice a day,wood,public,,sometimes,0.2048192771084337,never,0.19781978197819783,medium,3,14,0.72,11,Yes,1459,25,0.9248192771084337,0.0,0.19781978197819783,2,6,0,1,0,1,0,0,1,1,0
underweight,male,vegan,daily,electricity,walk/bicycle,,sometimes,0.1967871485943775,very frequently,0.009200920092009202,extra large,2,8,0.58,18,No,2492,26,0.7767871485943775,1.0,1.0092009200920091,4,8,1,0,0,0,0,1,1,1,1
obese,male,omnivore,daily,coal,walk/bicycle,,often,0.0,frequently,0.008200820082008202,large,1,10,0.46,16,No,2411,26,0.46,0.6666666666666666,0.6748674867486748,3,3,1,0,1,0,1,1,1,1,1
obese,female,pescatarian,daily,coal,public,,never,0.08433734939759038,very frequently,0.18511851185118514,large,7,15,0.0,20,Yes,2761,35,0.08433734939759038,1.0,1.185118511851185,3,21,1,1,0,1,0,0,0,0,1
underweight,female,vegetarian,twice a day,wood,public,,sometimes,0.7309236947791165,rarely,0.12241224122412242,extra large,3,7,0.52,9,Sometimes,1500,16,1.2509236947791165,0.3333333333333333,0.45574557455745573,4,12,0,1,1,0,1,1,1,1,1
overweight,male,pescatarian,more frequently,wood,private,electric,sometimes,0.7911646586345381,never,0.821982198219822,extra large,5,18,0.04,5,Sometimes,1708,23,0.8311646586345381,0.0,0.821982198219822,4,20,1,0,0,0,1,0,0,0,1
obese,female,omnivore,less frequently,coal,public,,sometimes,0.6907630522088353,never,0.13901390139013903,extra large,4,19,0.04,7,No,1717,26,0.7307630522088353,0.0,0.13901390139013903,4,16,0,0,1,0,0,1,1,1,0
overweight,male,vegan,less frequently,wood,public,,sometimes,0.04417670682730923,frequently,0.043404340434043405,medium,1,23,0.8200000000000001,14,No,2135,37,0.8641767068273093,0.6666666666666666,0.71007100710071,2,2,0,1,0,1,1,1,0,0,1
underweight,male,vegan,less frequently,wood,private,hybrid,sometimes,0.3493975903614458,never,0.746074607460746,small,6,5,0.22,20,Sometimes,2042,25,0.5693975903614458,0.0,0.746074607460746,1,6,0,1,0,1,0,0,1,1,0
normal,female,vegan,more frequently,wood,walk/bicycle,,never,0.42971887550200805,rarely,0.0015001500150015003,small,1,20,1.0,18,Sometimes,1221,38,1.429718875502008,0.3333333333333333,0.3348334833483348,1,1,0,0,1,1,0,0,1,1,0
underweight,male,vegetarian,less frequently,natural gas,private,diesel,never,0.4979919678714859,very frequently,0.46864686468646866,extra large,2,0,0.9400000000000001,2,No,3473,2,1.4379919678714859,1.0,1.4686468646864688,4,8,1,1,0,1,0,1,0,0,0
normal,female,vegetarian,daily,electricity,walk/bicycle,,often,0.6586345381526104,never,0.0088008800880088,large,5,12,0.78,21,Sometimes,1378,33,1.4386345381526104,0.0,0.0088008800880088,3,15,1,1,1,0,1,1,0,0,0
normal,female,pescatarian,less frequently,electricity,walk/bicycle,,sometimes,0.6586345381526104,very frequently,0.004000400040004,extra large,2,21,0.86,2,Yes,2135,23,1.5186345381526105,1.0,1.004000400040004,4,8,0,1,1,1,0,1,1,1,0
normal,male,pescatarian,more frequently,wood,walk/bicycle,,never,0.0642570281124498,never,0.0056005600560056,small,6,11,0.98,20,No,1464,31,1.0442570281124497,0.0,0.0056005600560056,1,6,1,0,0,1,1,0,0,0,0
overweight,female,vegan,less frequently,coal,walk/bicycle,,sometimes,0.2931726907630522,very frequently,0.0014001400140014,extra large,6,22,0.04,22,Yes,2816,44,0.33317269076305217,1.0,1.0014001400140013,4,24,0,1,1,0,1,1,0,0,1
normal,male,vegan,less frequently,wood,public,,sometimes,0.22088353413654618,very frequently,0.010801080108010801,medium,1,17,0.38,11,No,2210,28,0.6008835341365462,1.0,1.0108010801080107,2,2,0,1,0,1,0,0,0,0,1
obese,female,omnivore,less frequently,natural gas,private,electric,often,0.3012048192771084,never,0.5168516851685169,small,3,1,0.8,17,No,1552,18,1.1012048192771084,0.0,0.5168516851685169,1,3,0,1,0,1,1,0,0,0,1
normal,male,vegan,more frequently,coal,private,petrol,never,0.9236947791164659,frequently,0.0672067206720672,small,3,24,0.68,18,No,2406,42,1.603694779116466,0.6666666666666666,0.7338733873387339,1,3,0,1,1,1,0,0,0,0,1
obese,female,vegan,less frequently,natural gas,walk/bicycle,,sometimes,0.7550200803212851,very frequently,0.009400940094009401,extra large,3,17,0.42,22,Sometimes,3004,39,1.1750200803212851,1.0,1.0094009400940094,4,12,0,0,1,0,1,1,1,1,1
obese,female,vegetarian,daily,wood,private,petrol,sometimes,0.8835341365461847,rarely,0.3114311431143114,large,3,14,0.1,10,Sometimes,2540,24,0.9835341365461847,0.3333333333333333,0.6447644764476448,3,9,0,0,0,1,1,1,1,1,1
normal,female,vegetarian,twice a day,natural gas,private,lpg,never,0.1204819277108434,rarely,0.7134713471347135,extra large,2,5,0.16,5,Yes,2424,10,0.2804819277108434,0.3333333333333333,1.0468046804680469,4,8,0,1,1,1,1,1,0,0,0
overweight,female,vegan,more frequently,coal,private,diesel,sometimes,0.9076305220883533,rarely,0.860986098609861,extra large,6,6,0.28,20,Yes,4000,26,1.1876305220883534,0.3333333333333333,1.1943194319431942,4,24,0,1,0,1,1,0,0,0,0
normal,female,omnivore,less frequently,natural gas,public,,often,0.642570281124498,never,0.08520852085208522,extra large,1,16,0.64,10,No,1288,26,1.2825702811244981,0.0,0.08520852085208522,4,4,0,0,1,1,1,1,0,0,1
obese,male,vegetarian,less frequently,natural gas,public,,never,0.8835341365461847,rarely,0.16731673167316732,medium,6,16,1.0,14,Yes,2317,30,1.8835341365461846,0.3333333333333333,0.5006500650065007,2,12,1,0,1,1,1,0,1,1,0
normal,female,vegetarian,more frequently,coal,public,,often,0.40963855421686746,very frequently,0.1564156415641564,large,7,9,0.34,15,Yes,2730,24,0.7496385542168675,1.0,1.1564156415641564,3,21,1,1,1,0,0,0,0,0,0
normal,female,vegan,more frequently,wood,walk/bicycle,,often,0.7911646586345381,rarely,0.007400740074007401,small,7,3,0.34,22,Yes,1371,25,1.131164658634538,0.3333333333333333,0.34073407340734074,1,7,1,0,0,0,0,0,0,0,1
normal,female,omnivore,daily,natural gas,private,petrol,sometimes,0.38152610441767065,rarely,0.2885288528852885,small,4,3,0.66,21,Sometimes,2349,24,1.0415261044176707,0.3333333333333333,0.6218621862186218,1,4,1,1,0,0,0,0,1,1,1
normal,male,vegan,twice a day,natural gas,private,petrol,never,0.8433734939759036,rarely,0.8130813081308131,large,7,7,0.54,0,Sometimes,4536,7,1.3833734939759035,0.3333333333333333,1.1464146414641465,3,21,0,1,1,0,1,0,0,0,0
overweight,female,vegetarian,twice a day,wood,public,,often,0.9357429718875502,very frequently,0.022802280228022803,extra large,3,2,0.8,17,No,2987,19,1.7357429718875501,1.0,1.0228022802280228,4,12,1,1,1,0,1,1,0,0,1
normal,female,vegetarian,more frequently,wood,public,,sometimes,0.9116465863453814,never,0.11621162116211621,medium,4,1,0.4,7,Sometimes,1039,8,1.3116465863453814,0.0,0.11621162116211621,2,8,0,0,1,1,1,1,0,0,0
normal,male,pescatarian,less frequently,wood,public,,never,0.6144578313253012,never,0.007100710071007101,medium,2,10,0.48,12,No,1036,22,1.0944578313253013,0.0,0.007100710071007101,2,4,1,1,0,1,1,1,0,0,0
obese,female,omnivore,twice a day,natural gas,private,diesel,never,0.6546184738955823,frequently,0.6337633763376338,extra large,4,13,0.02,0,Sometimes,3620,13,0.6746184738955823,0.6666666666666666,1.3004300430043005,4,16,0,0,0,0,0,1,1,1,0
normal,male,vegan,more frequently,natural gas,public,,never,0.3413654618473896,rarely,0.16491649164916491,small,4,8,0.42,2,Sometimes,1009,10,0.7613654618473895,0.3333333333333333,0.49824982498249826,1,4,0,1,1,1,0,1,0,0,1
underweight,female,omnivore,daily,natural gas,private,diesel,often,0.18473895582329317,very frequently,0.615961596159616,small,2,6,0.1,19,Yes,2895,25,0.28473895582329317,1.0,1.6159615961596159,1,2,1,1,1,0,1,1,1,1,1
overweight,male,omnivore,more frequently,electricity,private,diesel,sometimes,0.44979919678714864,never,0.9884988498849885,extra large,1,21,0.64,21,Yes,4294,42,1.0897991967871485,0.0,0.9884988498849885,4,4,0,1,0,0,1,1,1,1,0
normal,male,vegan,more frequently,wood,private,hybrid,sometimes,0.7349397590361445,frequently,0.40604060406040604,extra large,7,13,0.92,7,No,3429,20,1.6549397590361445,0.6666666666666666,1.0727072707270726,4,28,1,0,1,0,1,1,0,0,0
underweight,female,omnivore,daily,natural gas,walk/bicycle,,sometimes,0.8514056224899599,rarely,0.006800680068006801,medium,7,11,0.26,9,Yes,1334,20,1.11140562248996,0.3333333333333333,0.34013401340134014,2,14,1,0,0,1,0,0,1,1,0
overweight,male,pescatarian,less frequently,wood,walk/bicycle,,never,0.5060240963855421,very frequently,0.0005000500050005,large,7,13,0.68,16,No,3697,29,1.1860240963855422,1.0,1.0005000500050005,3,21,1,0,0,0,0,0,1,1,0
normal,female,pescatarian,twice a day,natural gas,public,,often,0.5060240963855421,rarely,0.0702070207020702,small,4,7,0.62,18,Sometimes,1494,25,1.1260240963855421,0.3333333333333333,0.4035403540354035,1,4,0,0,1,0,1,1,0,0,0
underweight,male,vegan,less frequently,coal,walk/bicycle,,sometimes,0.38955823293172687,very frequently,0.00020002000200020003,extra large,4,1,0.28,17,No,2779,18,0.6695582329317269,1.0,1.0002000200020003,4,16,0,1,1,0,0,1,0,0,1
overweight,female,omnivore,less frequently,coal,walk/bicycle,,often,0.13253012048192772,rarely,0.0042004200420042,small,1,7,0.0,1,No,993,8,0.13253012048192772,0.3333333333333333,0.33753375337533753,1,1,1,1,1,0,1,1,0,0,0
normal,female,omnivore,less frequently,coal,public,,never,0.6224899598393574,never,0.027402740274027403,extra large,5,20,0.64,0,Sometimes,1944,20,1.2624899598393573,0.0,0.027402740274027403,4,20,0,1,0,0,1,0,1,1,1
normal,female,omnivore,less frequently,coal,public,,often,0.3012048192771084,frequently,0.05900590059005901,small,3,1,0.06,1,No,1474,2,0.3612048192771084,0.6666666666666666,0.7256725672567257,1,3,0,1,1,0,0,0,1,1,1
overweight,male,vegetarian,twice a day,natural gas,private,diesel,often,0.38152610441767065,frequently,0.0084008400840084,small,1,1,0.1,22,Yes,1880,23,0.48152610441767063,0.6666666666666666,0.6750675067506751,1,1,0,0,0,0,1,1,0,0,0
normal,female,pescatarian,less frequently,coal,private,diesel,often,0.7469879518072289,frequently,0.6908690869086909,large,3,15,0.16,17,Yes,3535,32,0.9069879518072289,0.6666666666666666,1.3575357535753576,3,9,0,0,0,0,0,0,1,1,0
underweight,female,omnivore,daily,wood,walk/bicycle,,often,0.2048192771084337,rarely,0.005200520052005201,medium,7,17,0.9,17,Sometimes,1644,34,1.1048192771084338,0.3333333333333333,0.33853385338533853,2,14,1,1,0,1,1,1,0,0,1
obese,female,vegetarian,more frequently,natural gas,private,lpg,never,0.10843373493975902,frequently,0.0121012101210121,extra large,2,2,0.0,3,Sometimes,1268,5,0.10843373493975902,0.6666666666666666,0.6787678767876787,4,8,1,0,1,1,1,1,1,1,0
obese,male,omnivore,less frequently,natural gas,walk/bicycle,,never,0.7670682730923695,rarely,0.0030003000300030005,small,7,19,0.28,19,Sometimes,1529,38,1.0470682730923695,0.3333333333333333,0.3363336333633363,1,7,0,0,1,1,0,0,0,0,0
obese,male,vegan,twice a day,electricity,public,,never,0.29718875502008035,rarely,0.1336133613361336,extra large,4,10,0.68,20,Yes,2076,30,0.9771887550200804,0.3333333333333333,0.4669466946694669,4,16,1,0,0,0,0,0,0,0,1
obese,male,omnivore,less frequently,electricity,walk/bicycle,,often,0.12851405622489961,never,0.0089008900890089,large,4,5,0.98,10,Sometimes,1850,15,1.1085140562248996,0.0,0.0089008900890089,3,12,1,0,0,0,0,0,0,0,0
normal,male,pescatarian,less frequently,natural gas,public,,never,0.8514056224899599,never,0.1412141214121412,small,6,10,0.14,19,Sometimes,1000,29,0.9914056224899599,0.0,0.1412141214121412,1,6,0,1,1,1,0,0,0,0,0
obese,male,vegetarian,twice a day,electricity,walk/bicycle,,never,0.8192771084337348,never,0.00040004000400040005,small,3,6,0.68,13,Sometimes,1485,19,1.4992771084337349,0.0,0.00040004000400040005,1,3,0,0,0,0,0,1,1,1,0
overweight,female,pescatarian,more frequently,coal,public,,sometimes,0.10441767068273092,rarely,0.19241924192419244,medium,1,14,0.38,2,No,1139,16,0.4844176706827309,0.3333333333333333,0.5257525752575257,2,2,1,1,1,1,1,1,0,0,1
underweight,female,pescatarian,daily,natural gas,walk/bicycle,,never,0.6305220883534136,never,0.006400640064006401,large,2,8,0.26,14,No,682,22,0.8905220883534136,0.0,0.006400640064006401,3,6,1,1,1,1,1,0,1,1,1
overweight,male,vegan,daily,natural gas,private,electric,often,0.7389558232931727,never,0.865986598659866,large,1,8,0.2,11,Yes,926,19,0.9389558232931727,0.0,0.865986598659866,3,3,0,0,1,1,0,1,1,1,1
normal,female,pescatarian,daily,coal,walk/bicycle,,sometimes,0.17269076305220885,rarely,0.008200820082008202,small,1,17,0.16,23,Yes,1037,40,0.33269076305220885,0.3333333333333333,0.3415341534153415,1,1,1,0,0,1,1,0,1,1,1
normal,female,vegan,less frequently,electricity,walk/bicycle,,often,0.10441767068273092,very frequently,0.0031003100310031005,small,4,1,0.0,0,No,1467,1,0.10441767068273092,1.0,1.0031003100310032,1,4,1,0,0,1,0,0,0,0,1
normal,male,omnivore,more frequently,natural gas,private,electric,never,0.0682730923694779,rarely,0.523052305230523,medium,3,5,0.12,0,Sometimes,914,5,0.1882730923694779,0.3333333333333333,0.8563856385638564,2,6,1,1,1,0,1,1,0,0,1
underweight,female,omnivore,twice a day,electricity,public,,never,0.2048192771084337,frequently,0.045004500450045004,extra large,4,22,0.7000000000000001,20,No,1741,42,0.9048192771084338,0.6666666666666666,0.7116711671167116,4,16,0,1,0,1,0,1,1,1,0
underweight,male,vegetarian,more frequently,coal,public,,sometimes,0.0923694779116466,very frequently,0.04410441044104411,small,2,19,0.92,13,Yes,2742,32,1.0123694779116466,1.0,1.0441044104410442,1,2,0,1,1,0,0,1,1,1,1
obese,female,vegetarian,twice a day,wood,private,lpg,never,0.9236947791164659,rarely,0.6160616061606161,large,2,1,0.16,19,No,2988,20,1.083694779116466,0.3333333333333333,0.9493949394939494,3,6,0,1,1,1,1,1,1,1,1
overweight,female,vegan,twice a day,coal,walk/bicycle,,often,0.14056224899598393,frequently,0.0035003500350035003,medium,4,20,0.68,4,Sometimes,2160,24,0.820562248995984,0.6666666666666666,0.6701670167016701,2,8,1,1,0,0,0,0,1,1,1
overweight,male,pescatarian,less frequently,natural gas,walk/bicycle,,sometimes,0.8273092369477911,frequently,0.005700570057005701,large,6,5,0.88,24,Yes,3098,29,1.7073092369477911,0.6666666666666666,0.6723672367236724,3,18,1,0,0,0,1,0,1,1,0
normal,male,vegetarian,daily,wood,walk/bicycle,,sometimes,0.5742971887550201,very frequently,0.0007000700070007,extra large,3,10,0.86,7,Sometimes,2764,17,1.43429718875502,1.0,1.0007000700070008,4,12,1,1,0,1,1,0,1,1,0
underweight,male,pescatarian,less frequently,wood,private,hybrid,never,0.38152610441767065,frequently,0.546954695469547,medium,4,16,0.1,5,No,2335,21,0.48152610441767063,0.6666666666666666,1.2136213621362137,2,8,0,1,0,1,0,1,0,0,1
underweight,female,pescatarian,twice a day,wood,walk/bicycle,,sometimes,0.931726907630522,frequently,0.0006000600060006001,medium,3,12,0.46,7,Sometimes,1462,19,1.391726907630522,0.6666666666666666,0.6672667266726672,2,6,1,1,1,1,0,1,1,1,1
obese,male,omnivore,daily,coal,public,,sometimes,0.33333333333333337,frequently,0.0021002100210021,small,3,5,0.62,11,Sometimes,2356,16,0.9533333333333334,0.6666666666666666,0.6687668766876688,1,3,1,0,1,1,1,0,0,0,0
underweight,male,vegetarian,daily,coal,public,,sometimes,0.7309236947791165,rarely,0.11271127112711271,medium,1,19,0.9,16,No,1731,35,1.6309236947791166,0.3333333333333333,0.446044604460446,2,2,1,1,0,1,1,1,0,0,0
normal,female,omnivore,daily,coal,walk/bicycle,,never,0.31726907630522094,never,0.0007000700070007,medium,2,22,0.5,18,No,1162,40,0.8172690763052209,0.0,0.0007000700070007,2,4,1,0,0,1,0,0,0,0,0
normal,female,vegetarian,more frequently,coal,private,electric,often,0.3614457831325302,frequently,0.6028602860286029,extra large,3,11,0.24,19,No,1884,30,0.6014457831325302,0.6666666666666666,1.2695269526952695,4,12,0,0,1,0,0,0,0,0,0
